Selected line,Order,Equipment,Description of Technical Object,Description,Basic start date,Order Type,Cost Center,System Condition,Basic finish date,Plant,Total actual costs,User Status,System status,Scheduled start,Assembly,Description of assembly,Created on,Notification
,323492807,13269580,TRLR TRANSPT DRY BULK TRIDEN 1300 CF FT3,Perform S83_S PM Inspection DO NOT EXECU,3/27/2022,PREV,6004510016,,3/27/2022,1600,0.00,ATCH,CLSD MANC NCMP NMAT PRC,3/27/2022,SCHD INSP MECH GRP,Sched inspection mech grp,2/17/2022,32028697
,323492991,11596999,TRLR PUMP HT2000 2000 HHP,MONTAJE Y DEMONTAJE GRASERA LUB,2/17/2022,RPM,6004510016,,2/17/2022,1600,"29,350.12",ATCH,TECO PCNF ESTC NMAT PRC  SETC,2/17/2022,ELECTRONIC CBL/CON,Electronic cables/connections,2/17/2022,32029288
,323493163,13038514,TRLR PUMP Q10-X 2000 HHP,Cambio de aceite y filtros 0hs,2/17/2022,STND,6004510016,,2/27/2022,1600,"569,063.90",,TECO PCNF ESTC GMPS MANC MSPT PRC  SETC,2/17/2022,ENGINE FILTER/OIL,Engine filter/oil,2/17/2022,32029749
,323493252,11970698,TRLR PUMP HT2000 2000 HHP,RPL de sensor 1 de fluid end,2/18/2022,RPM,6004510016,,3/17/2022,1600,"25,132.76",,TECO PCNF ESTC GMPS MACM PRC  SETC,2/18/2022,INTELLISCAN,INTELLISCAN,2/18/2022,32031601
,323493468,12608142,TRLR PUMP Q10-X 2000 HHP DUAL FUEL,Prueba Operativa Bomba Q10X 12608142,2/18/2022,FTST,6004510016,,2/18/2022,1600,268.53,,TECO PCNF ESTC NMAT PRC  SETC,2/18/2022,FUNCTION TEST,FUNCTION TEST,2/18/2022,32030947
,323493686,12531951,TRLR PUMP Q10-X 2000 HHP DUAL FUEL,RPL Intercambiador de Calor [[FINN]],2/17/2022,RPM,6004510016,,3/30/2022,1600,"258,834.72",,REL  MANC NMAT PRC  SETC,2/17/2022,COOLING SYSTEM GRP,Cooling system grp,2/17/2022,32029844
,323493695,13057729,TRLR PUMP Q10-X 2000 HHP DUAL FUEL,"Gaseo Excesivo, 11211 hs [[FINN]]",2/17/2022,RPM,6004510016,,3/30/2022,1600,"1,315,077.02",,REL  GMPS MANC NMAT PRC  SETC,2/17/2022,ENGINE GRP,Engine grp,2/17/2022,32030102
,323493712,,,Asistencia en Base añelo extra [[FINN]],2/17/2022,RPM,6004510016,,3/30/2022,1600,"2,463,240.08",,REL  GMPS NMAT PRC  SETC,2/17/2022,ENGINE GRP,Engine grp,2/17/2022,32030112
,323494604,11970698,TRLR PUMP HT2000 2000 HHP,prueba operativa comun 0698,2/17/2022,FTST,6004510016,,2/17/2022,1600,268.53,,TECO PCNF ESTC NMAT PRC  SETC,2/17/2022,FUNCTION TEST,FUNCTION TEST,2/17/2022,32030962
,323494606,11754304,TRLR PUMP HT2000 2000 HHP,Prueba operativa WM HT 4304,2/17/2022,FTST,6004510016,,2/17/2022,1600,"2,685.28",,TECO PCNF ESTC NMAT PRC  SETC,2/17/2022,FUNCTION TEST,FUNCTION TEST,2/17/2022,32030964
,323495149,13038529,TRLR PUMP Q10-X 2000 HHP,service motor /allison 10784hs,2/18/2022,STND,6004510016,,2/27/2022,1600,"131,493.99",,TECO PCNF ESTC GMPS MACM PRC  SETC,2/18/2022,ENGINE FILTER/OIL,Engine filter/oil,2/18/2022,32031751
,323495336,13229317,TRAC BLOWER 6X4,VTV - AD270MR (Control SRL),2/18/2022,CERT,6004510016,,2/18/2022,1600,"11,774.38",,REL  ESTC NMAT PRC  SETC,2/18/2022,,,2/18/2022,32031895
,323495431,,,DME,2/18/2022,DME,6004510016,,2/18/2022,1600,"975,807.01",,REL  ESTC GMPS MACM PRC  SETC,2/18/2022,DISCHARGE IRON GRP,Discharge iron grp,2/18/2022,32032264
,323495612,12784265,TRAC HYD START 6X4 SLPR,Perform G06_S PM Inspection,3/31/2022,PREV,6004510016,,3/31/2022,1600,774.34,ATCH,TECO PCNF ESTC NMAT PRC  SETC,3/31/2022,LEVEL L PM,LEVEL L PM,2/18/2022,32033401
,323495614,12584754,TRAC HYD START 6X4 SLPR,Perform G06_S PM Inspection,3/31/2022,PREV,6004510016,,3/31/2022,1600,"23,014.96",ATCH,REL  PCNF ESTC NMAT PRC  SETC,3/31/2022,LEVEL L PM,LEVEL L PM,2/18/2022,32033403
,323495634,13237298,SKID BLOWER DIESEL,Perform L26_S PM Inspection DO NOT EXECU,3/28/2022,PREV,6004510016,,3/28/2022,1600,0.00,ATCH,CLSD MANC NCMP NMAT PRC,3/28/2022,SCHD INSP MECH GRP,Sched inspection mech grp,2/18/2022,32033426
,323495638,13237292,SKID BLOWER DIESEL,Perform L26_S PM Inspection *do not exec,3/28/2022,PREV,6004510016,,3/28/2022,1600,0.00,,CLSD MANC NCMP NMAT PRC,3/28/2022,SCHD INSP MECH GRP,Sched inspection mech grp,2/18/2022,32033430
,323495647,13237296,SKID BLOWER DIESEL,Perform L26_S PM Inspection DO NOT EXECU,3/28/2022,PREV,6004510016,,3/28/2022,1600,0.00,ATCH,CLSD MANC NCMP NMAT PRC,3/28/2022,SCHD INSP MECH GRP,Sched inspection mech grp,2/18/2022,32033440
,323495815,13038514,TRLR PUMP Q10-X 2000 HHP,RPL Motor 11392 hs [[HIDROMEC]],2/18/2022,UNSC,6004510016,,3/18/2022,1600,"15,700,949.18",,TECO ESTC GMPS MANC MSPT PRC  SETC,2/18/2022,ENGINE GRP,Engine grp,2/18/2022,32032071
,323495910,13098007,TRLR QA QC CONT TCC/LAB 40',Cambio de aceite y filtros 852 hs,2/18/2022,STND,6004510016,,2/27/2022,1600,"30,973.44",,TECO PCNF ESTC NMAT PRC  SETC,2/18/2022,ENGINE FILTER/OIL,Engine filter/oil,2/18/2022,32032203
,323495912,13098007,TRLR QA QC CONT TCC/LAB 40',Rpl luces de trabajo 852 hs,2/18/2022,RPM,6004510016,,2/27/2022,1600,"7,743.36",,TECO PCNF ESTC NMAT PRC  SETC,2/18/2022,LIGHTING SYS GRP,Lighting sys grp,2/18/2022,32032206
,323495917,13038529,TRLR PUMP Q10-X 2000 HHP,rpl Allison REMAN 10784 hs,2/18/2022,RPM,6004510016,,2/27/2022,1600,"247,876.95",,TECO PCNF ESTC GMPS MACM PRC  SETC,2/18/2022,TRANS-AUTO GRP,Transmission auto grp,2/18/2022,32032214
,323495920,13057735,TRLR PUMP Q10-X 2000 HHP,Chequeo general 12942 hs,2/18/2022,RPM,6004510016,,2/27/2022,1600,"23,014.96",,TECO PCNF ESTC NMAT PRC  SETC,2/18/2022,PRE/POST JOB INSP,PRE/POST JOB INSP,2/18/2022,32032216
,323495924,13057735,TRLR PUMP Q10-X 2000 HHP,Lavado de radiador vertical 12942 hs,2/18/2022,RPM,6004510016,,2/27/2022,1600,"46,029.92",,TECO PCNF ESTC NMAT PRC  SETC,2/18/2022,COOLING SYS ACC'S,Cooling sys acc's,2/18/2022,32032219
,323495927,13038529,TRLR PUMP Q10-X 2000 HHP,Lavado de radiador vertical 10784 hs,2/18/2022,RPM,6004510016,,2/27/2022,1600,"46,029.92",,TECO PCNF ESTC NMAT PRC  SETC,2/18/2022,COOLING SYS ACC'S,Cooling sys acc's,2/18/2022,32032222
,323496765,12468283,TRLR PUMP Q10-X 2000 HHP DUAL FUEL,rpl Allison REMAN 13952 hs,2/18/2022,RPM,6004510016,,2/27/2022,1600,"247,876.96",,TECO PCNF ESTC GMPS MACM PRC  SETC,2/18/2022,TRANS-AUTO GRP,Transmission auto grp,2/18/2022,32033529
,323497202,13044822,TRLR BLNR DRY GEL MIX,Cambio de aceite y filtros 9193 hs,2/18/2022,STND,6004510016,,2/27/2022,1600,"33,705.56",,TECO PCNF ESTC GMPS MACM PRC  SETC,2/18/2022,ENGINE FILTER/OIL,Engine filter/oil,2/18/2022,32034109
,323497352,11691240,TRLR PUMP HT2000 2000 HHP,Prueba operativa comun,2/18/2022,FTST,6004510016,,2/18/2022,1600,268.53,,TECO PCNF ESTC NMAT PRC  SETC,2/18/2022,FUNCTION TEST,FUNCTION TEST,2/18/2022,32034442
,323497353,12546250,TRLR PUMP Q10-X 2000 HHP DUAL FUEL,PRUEBA COMUN,2/18/2022,FTST,6004510016,,2/18/2022,1600,268.53,,TECO PCNF ESTC NMAT PRC  SETC,2/18/2022,FUNCTION TEST,FUNCTION TEST,2/18/2022,32034443
,323497354,11501065,TRLR PUMP Q10-X 2000 HHP CVRSN,Prueba operativa segun wm,2/18/2022,FTST,6004510016,,2/18/2022,1600,268.53,,TECO PCNF ESTC NMAT PRC  SETC,2/18/2022,FUNCTION TEST,FUNCTION TEST,2/18/2022,32034444
,323497355,12999800,TRLR PUMP HT2000 2000 HHP,PRUEBA COMUN,2/18/2022,FTST,6004510016,,2/18/2022,1600,268.53,,TECO PCNF ESTC NMAT PRC  SETC,2/18/2022,FUNCTION TEST,FUNCTION TEST,2/18/2022,32034445
,323497373,12768702,TRLR QA QC CONT TCC/LAB 40',MANTENIM DE A/AC [[RENUEVA]],2/18/2022,UNSC,6004510016,,2/18/2022,1600,"214,471.88",,TECO ESTC MANC NMAT PRC  SETC,2/18/2022,A/C HEAT/VENT GRP,A/C heat/vent grp,2/18/2022,32033951
,323497787,11596999,TRLR PUMP HT2000 2000 HHP,prueba de presion y funcionamient HT2000,2/18/2022,RPM,6004510016,,2/25/2022,1600,"184,199.53",,TECO PCNF ESTC GMPS MSPT PRC  SETC,2/18/2022,,,2/18/2022,32034221
,323498171,12622242,TRLR PUMP HT2000 2000 HHP,Compra kit Filtro de Aire Cummins,2/18/2022,UNSC,6004510016,,2/18/2022,1600,"3,387,540.33",,REL  GMPS MANC NMAT PRC  SETC,2/18/2022,ENGINE GRP,Engine grp,2/18/2022,
,323498195,12531951,TRLR PUMP Q10-X 2000 HHP DUAL FUEL,service motor / service allison 9763 hs,2/18/2022,STND,6004510016,,2/27/2022,1600,"248,382.91",,TECO PCNF ESTC GMPS MACM PRC  SETC,2/18/2022,ENGINE FILTER/OIL,Engine filter/oil,2/18/2022,32034960
,323498921,12129760,TRLR PUMP Q10-X 2000 HHP,CHEQUEO DE HARNESS CAT,2/19/2022,RPM,6004510016,,2/27/2022,1600,0.00,,CRTD MANC NMAT PRC,2/19/2022,ELEC-CNTRL DEV GRP,Electronic-control devices grp,2/19/2022,32035816
,323498928,12768702,TRLR QA QC CONT TCC/LAB 40',Perform S75_S PM Inspection,4/16/2022,PREV,6004510016,,4/16/2022,1600,774.34,,TECO PCNF ESTC NMAT PRC  SETC,4/16/2022,LEVEL A PM,Level A PM,2/19/2022,32035822
,323498935,12872270,SKID BLOWER POWERED BY DIESEL ENGINE,Perform L26_S PM Inspection DO NOT EXECU,3/29/2022,PREV,6004510016,,3/29/2022,1600,0.00,ATCH,CLSD MANC NCMP NMAT PRC,3/29/2022,SCHD INSP MECH GRP,Sched inspection mech grp,2/19/2022,32035829
,323498960,300092883,FANN-35 - 60 HZ - SERIAL 44819,FANN 35SA - Serial 44819,2/17/2022,CALI,6004510016,,2/17/2022,1600,0.00,,TECO CSER NMAT PRC  SETC,2/17/2022,LEVEL A PM,Level A PM,2/19/2022,32036103
,323498988,13057735,TRLR PUMP Q10-X 2000 HHP,prueba operativa q10 1305735,2/19/2022,FTST,6004510016,,2/19/2022,1600,268.53,,TECO PCNF ESTC NMAT PRC  SETC,2/19/2022,FUNCTION TEST,FUNCTION TEST,2/19/2022,32035087
,323498993,12153244,TRLR PUMP Q10-X 2000 HHP,"RPL, Filtros Gas oil y Aire 10238 Hrs.",2/19/2022,RPM,6004510016,,2/27/2022,1600,"296,210.05",,TECO PCNF ESTC GMPS MANC PRC  SETC,2/19/2022,ENGINE FILTER/OIL,Engine filter/oil,2/19/2022,32035100
,323498997,12468286,TRLR PUMP Q10-X 2000 HHP DUAL FUEL,"Rpl, Correa Pillow block",2/19/2022,RPM,6004510016,,2/19/2022,1600,"79,822.48",,TECO PCNF ESTC GMPS MANC PRC  SETC,2/19/2022,COOLING SYS ACC'S,Cooling sys acc's,2/19/2022,32036502
,323499120,13038529,TRLR PUMP Q10-X 2000 HHP,prueba operativa WM Q10X 13038529,2/19/2022,FTST,6004510016,,2/19/2022,1600,268.53,,TECO PCNF ESTC NMAT PRC  SETC,2/19/2022,FUNCTION TEST,FUNCTION TEST,2/19/2022,32035917
,323499476,12999794,TRLR PUMP HT2000 2000 HHP,Reemplazo de Fluid End HT [[12999794]],2/19/2022,RPM,6004510016,,2/19/2022,1600,"3,347,895.16",,TECO ESTC GMPS MACM PRC  SETC,2/19/2022,RPL NEW FL/END-ALL,REPLACE NEW FLUID END-ALL,2/19/2022,32035681
,323500678,12153244,TRLR PUMP Q10-X 2000 HHP,prueba operativa WM Q10x 3244,2/20/2022,FTST,6004510016,,2/20/2022,1600,268.53,,TECO PCNF ESTC NMAT PRC  SETC,2/20/2022,FUNCTION TEST,FUNCTION TEST,2/20/2022,32037256
,323500679,13038517,TRLR PUMP Q10-X 2000 HHP,prueba operativa WM Q10X 8517,2/20/2022,FTST,6004510016,,2/20/2022,1600,537.06,,TECO PCNF ESTC NMAT PRC  SETC,2/20/2022,FUNCTION TEST,FUNCTION TEST,2/20/2022,32037257
,323500680,13057720,TRLR PUMP Q10-X 2000 HHP,Prueba operativa comun 7720,2/20/2022,FTST,6004510016,,2/20/2022,1600,0.00,,TECO ESTC NMAT PRC  SETC,2/20/2022,FUNCTION TEST,FUNCTION TEST,2/20/2022,32037261
,323500721,11451139,TRLR PUMP Q10-X 2000 HHP CVRSN,Cambio de aceite y filtros 13831 Hrs.,2/20/2022,STND,6004510016,,2/20/2022,1600,"228,661.84",,TECO PCNF ESTC GMPS MANC MSPT PRC  SETC,2/20/2022,ENGINE FILTER/OIL,Engine filter/oil,2/20/2022,32038972
,323500967,300251349,FANN-35 - 110 volt - 60 Hz,FANN 35SA - Serial 45844,2/17/2022,CALI,6004510016,,2/17/2022,1600,0.00,,TECO NMAT PRC  SETC,2/17/2022,LEVEL A PM,Level A PM,2/20/2022,32038698
,323501273,13038538,TRLR PUMP Q10-X 2000 HHP,REEMPLAZO POWER END REMAN 14317hs,2/19/2022,RPM,6004510016,,2/27/2022,1600,"39,690.31",,TECO PCNF ESTC GMPS MANC PRC  SETC,2/19/2022,REPLACE Q-10,REPLACE Q-10 PUMP,2/19/2022,32037106
,323501483,11528730,TRLR PUMP Q10-X 2000 HHP CVRSN,service motor / allison 11595hs,2/20/2022,STND,6004510016,,2/27/2022,1600,"338,413.37",,TECO PCNF ESTC GMPS MACM PRC  SETC,2/20/2022,ENGINE FILTER/OIL,Engine filter/oil,2/20/2022,32037865
,323501484,11528730,TRLR PUMP Q10-X 2000 HHP CVRSN,Limipieza de radiadores 11595 Hs,2/20/2022,RPM,6004510016,,3/17/2022,1600,"22,012.59",,TECO PCNF ESTC NMAT PRC  SETC,2/20/2022,COOLING SYSTEM GRP,Cooling system grp,2/20/2022,32037866
,323501487,11452211,TRLR PUMP Q10-X 2000 HHP CVRSN,service motor  /allison 953hs,2/20/2022,STND,6004510016,,2/27/2022,1600,"182,128.28",,TECO PCNF ESTC GMPS MACM PRC  SETC,2/20/2022,ENGINE FILTER/OIL,Engine filter/oil,2/20/2022,32038113
,323501490,11528730,TRLR PUMP Q10-X 2000 HHP CVRSN,rpl de caja angular  11595hs,2/20/2022,RPM,6004510016,,2/27/2022,1600,"518,158.99",,TECO ESTC GMPS MSPT PRC  SETC,2/20/2022,COOLING SYS ACC'S,Cooling sys acc's,2/20/2022,32038116
,323501677,12468286,TRLR PUMP Q10-X 2000 HHP DUAL FUEL,Prueba operativa comun Q10X 8286,2/20/2022,FTST,6004510016,,2/20/2022,1600,0.00,,TECO ESTC NMAT PRC  SETC,2/20/2022,FUNCTION TEST,FUNCTION TEST,2/20/2022,32037655
,323501703,11720335,TRLR PUMP HT2000 2000 HHP,prueba operativa WM HT 11720335,2/20/2022,FTST,6004510016,,2/20/2022,1600,268.53,,TECO PCNF ESTC NMAT PRC  SETC,2/20/2022,FUNCTION TEST,FUNCTION TEST,2/20/2022,32037675
,323501704,12468283,TRLR PUMP Q10-X 2000 HHP DUAL FUEL,prueba operativa WM Q10 12468283,2/20/2022,FTST,6004510016,,2/20/2022,1600,268.53,,TECO PCNF ESTC NMAT PRC  SETC,2/20/2022,FUNCTION TEST,FUNCTION TEST,2/20/2022,32037676
,323502064,,,Valvulas Lo torc 2x1,2/19/2022,DME,6004510016,,2/19/2022,1600,"1,093,242.04",,REL  ESTC GMPS MACM PRC  SETC,2/19/2022,DISCHARGE IRON GRP,Discharge iron grp,2/20/2022,32038768
,323502226,12002163,TRLR PUMP Q10-X 2000 HHP,Perform S76 PM inspection,3/30/2022,PREV,6004510016,,3/30/2022,1600,"44,247.84",ATCH,TECO PCNF ESTC NMAT PRC  SETC,3/30/2022,LEVEL C4 PM,LEVEL C4 PM,2/20/2022,32038869
,323502244,13149870,TRLR STOR FLUID TANK 500 BBL,REVISAR SISTEMA ELECTRICO,2/20/2022,RPM,6004510016,,4/4/2022,1600,"24,136.20",,REL  ESTC MANC NMAT PRC  SETC,2/20/2022,LIGHTING SYS GRP,Lighting sys grp,2/20/2022,32038883
,323502889,12546214,TRLR PUMP Q10-X 2000 HHP,"GASEO DE MOTOR, 11989HS",2/20/2022,RPM,6004510016,,2/27/2022,1600,0.00,,CRTD MANC NMAT PRC,2/20/2022,TURBO CHARG/BLOWER,Turbo charger/blower,2/20/2022,32038792
,323502890,12546214,TRLR PUMP Q10-X 2000 HHP,REEMPLAZO DE LUCES DE CARREO,2/20/2022,RPM,6004510016,,2/27/2022,1600,0.00,,REL  NMAT PRC  SETC,2/20/2022,LIGHTING SYS GRP,Lighting sys grp,2/20/2022,32038793
,323502891,12546214,TRLR PUMP Q10-X 2000 HHP,REP DE SOPORTE DE ACOPLES DE ARRANQUE,2/20/2022,RPM,6004510016,,2/27/2022,1600,0.00,,REL  NMAT PRC  SETC,2/20/2022,HYDRAULIC SYS GRP,Hydraulic sys grp,2/20/2022,32038794
,323502895,11451139,TRLR PUMP Q10-X 2000 HHP CVRSN,"SERVICE POWER END, 13833HS",2/20/2022,RPM,6004510016,,2/27/2022,1600,"896,944.55",,TECO PCNF ESTC GMPS MACM PRC  SETC,2/20/2022,PUMP-HT/Q MISC GRP,Pump-ht/hq misc grp,2/20/2022,32038798
,323502915,11528720,TRLR PUMP Q10 2000 HHP CVRSN,RPL sensor Fluid end Intellican,2/20/2022,RPM,6004510016,,2/20/2022,1600,"25,132.77",,TECO PCNF ESTC GMPS MACM PRC  SETC,2/20/2022,INTELLISCAN,INTELLISCAN,2/20/2022,32039922
,323503155,11647244,TRLR PUMP Q10-X 2000 HHP,INstalacion centrifuga 1925 HS,2/21/2022,UNSC,6004510016,,2/21/2022,1600,0.00,,TECO NMAT PRC  SETC,2/21/2022,ENGINE GRP,Engine grp,2/21/2022,32041231
,323503156,12999794,TRLR PUMP HT2000 2000 HHP,prueba operativa ht 12999794,2/21/2022,FTST,6004510016,,2/21/2022,1600,268.53,,TECO PCNF ESTC NMAT PRC  SETC,2/21/2022,FUNCTION TEST,FUNCTION TEST,2/21/2022,32041232
,323503159,11580946,TRLR PUMP HT2000 2000 HHP,Instalacion centrifuga,1/19/2022,UNSC,6004510016,,1/19/2022,1600,0.00,,REL  MANC NMAT PRC  SETC,1/19/2022,ENGINE GRP,Engine grp,2/21/2022,32041235
,323503634,11528730,TRLR PUMP Q10-X 2000 HHP CVRSN,prueba operativa WM Q10 8730,2/21/2022,FTST,6004510016,,2/21/2022,1600,0.00,,TECO ESTC NMAT PRC  SETC,2/21/2022,FUNCTION TEST,FUNCTION TEST,2/21/2022,32039597
,323503636,11451139,TRLR PUMP Q10-X 2000 HHP CVRSN,prueba operativa WM Q10 1139,2/21/2022,FTST,6004510016,,2/21/2022,1600,0.00,,TECO ESTC NMAT PRC  SETC,2/21/2022,FUNCTION TEST,FUNCTION TEST,2/21/2022,32039599
,323503638,11528720,TRLR PUMP Q10 2000 HHP CVRSN,prueba operativa WM Q10 8720,2/21/2022,FTST,6004510016,,2/21/2022,1600,268.53,,TECO PCNF ESTC NMAT PRC  SETC,2/21/2022,FUNCTION TEST,FUNCTION TEST,2/21/2022,32041251
,323503639,12108472,TRLR PUMP Q10-X 2000 HHP,prueba operativa WM Q10x 8472,2/21/2022,FTST,6004510016,,2/21/2022,1600,268.53,,TECO PCNF ESTC NMAT PRC  SETC,2/21/2022,FUNCTION TEST,FUNCTION TEST,2/21/2022,32041252
,323503641,11452211,TRLR PUMP Q10-X 2000 HHP CVRSN,prueba operativa WM Q10 2211,2/21/2022,FTST,6004510016,,2/21/2022,1600,0.00,,TECO ESTC NMAT PRC  SETC,2/21/2022,FUNCTION TEST,FUNCTION TEST,2/21/2022,32041254
,323503946,13038538,TRLR PUMP Q10-X 2000 HHP,Prueba operativa segun wm,2/21/2022,FTST,6004510016,,2/21/2022,1600,"2,685.28",,TECO PCNF ESTC NMAT PRC  SETC,2/21/2022,FUNCTION TEST,FUNCTION TEST,2/21/2022,32040488
,323503986,13044822,TRLR BLNR DRY GEL MIX,Prueba operativa segun wm,2/20/2022,FTST,6004510016,,2/20/2022,1600,"8,055.84",,TECO PCNF ESTC NMAT PRC  SETC,2/20/2022,FUNCTION TEST,FUNCTION TEST,2/20/2022,32040369
,323504682,13316813,TRLR TRANSPT UTIL GSNK,VTV - AD871HH (Control SRL),2/21/2022,CERT,6004510016,,2/21/2022,1600,"10,286.78",,REL  ESTC NMAT PRC  SETC,2/21/2022,,,2/21/2022,32041406
,323505015,13045605,TRLR QA QC CONT TCC/LAB 40',reforma escalera,2/21/2022,UNSC,6004510016,,2/21/2022,1600,"866,533.08",,TECO GMPS MANC NMAT PRC  SETC,2/21/2022,WALKWAYS/LADDERS,Walkways/ladders,2/21/2022,32041100
,323505148,,,Valvulas Lo torc 2x1,2/21/2022,DME,6004510016,,2/21/2022,1600,"777,530.02",,REL  ESTC GMPS MACM PRC  SETC,2/21/2022,DISCHARGE IRON GRP,Discharge iron grp,2/21/2022,32042038
,323505205,12531951,TRLR PUMP Q10-X 2000 HHP DUAL FUEL,prueba operativa wm 12531951,2/21/2022,FTST,6004510016,,2/21/2022,1600,268.53,,TECO PCNF ESTC NMAT PRC  SETC,2/21/2022,FUNCTION TEST,FUNCTION TEST,2/21/2022,32041389
,323505299,11528735,TRLR PUMP Q10-X 2000 HHP CVRSN,Rpl mangueras engrase pillow block,2/21/2022,RPM,6004510016,,2/27/2022,1600,"42,078.04",,TECO PCNF ESTC MACM PRC  SETC,2/21/2022,HYDRAULIC SYS GRP,Hydraulic sys grp,2/21/2022,32042053
,323505856,11691240,TRLR PUMP HT2000 2000 HHP,Compra Turbos Garrett [[FINN]],2/21/2022,RPM,6004510016,,3/28/2022,1600,"14,229,432.00",,TECO ESTC GMPS MANC NMAT PRC  SETC,2/21/2022,ENGINE GRP,Engine grp,2/21/2022,32042613
,323505860,12108472,TRLR PUMP Q10-X 2000 HHP,reparación de cubierta,2/21/2022,RPM,6004510016,,3/29/2022,1600,0.00,,TECO ESTC NMAT PRC  SETC,2/21/2022,FRAME GRP,Frame grp,2/21/2022,32042616
,323506078,12388400,VISCOMETER CHANDLER 5550 - #1,CHANDLER 5550 - SERIAL 624 - #1-MENSUAL,3/18/2022,PREV,6004510016,,3/18/2022,1600,0.00,,TECO CSER NMAT PRC  SETC,3/18/2022,LEVEL A PM,Level A PM,2/21/2022,32042291
,323506079,12379935,FRICTION FLOW LOOP - SERIAL102105845,FRICTION LOOP - SAP 12379935 - MENSUAL,3/20/2022,OPPM,6004510016,,3/20/2022,1600,0.00,,TECO CSER NMAT PRC  SETC,3/20/2022,LEVEL A PM,Level A PM,2/21/2022,32042292
,323506080,12743072,PRENSA OFFITE - SAP 12743072,PRENSA OFFITE - MENSUAL,3/20/2022,PREV,6004510016,,3/20/2022,1600,0.00,,TECO CSER NMAT PRC  SETC,3/20/2022,LEVEL A PM,Level A PM,2/21/2022,32042293
,323506081,12388388,VISCOMETER CHANDLER 5550 - #2,CHANDLER 5550 - SERIAL 621 - #2-MENSUAL,3/20/2022,PREV,6004510016,,3/20/2022,1600,0.00,,TECO CSER NMAT PRC  SETC,3/20/2022,LEVEL A PM,Level A PM,2/21/2022,32042294
,323506082,12704889,BALANZA OHAU - LABORATORIO - ANALITICA,BALANZA OHAUS ANALITICA AR1530-MENSUAL,3/22/2022,OPPM,6004510016,,3/22/2022,1600,0.00,,TECO CSER NMAT PRC  SETC,3/22/2022,LEVEL A PM,Level A PM,2/21/2022,32042295
,323506127,300183910,HORNO ELECTRICO - SAN JOR - SERIAL 27885,ESTUFA SAN JOR - SERIAL 27885,3/20/2022,OPPM,6004510016,,3/20/2022,1600,0.00,,TECO CSER NMAT PRC  SETC,3/20/2022,LEVEL A PM,Level A PM,2/21/2022,32042378
,323506128,300183898,FANN-35 - 50 HZ - SERIAL 15177,FANN-35 - SERIAL 15177,3/20/2022,CALI,6004510016,,3/20/2022,1600,0.00,,TECO CSER NMAT PRC  SETC,3/20/2022,LEVEL A PM,Level A PM,2/21/2022,32042379
,323506129,300183908,SHAKER - ZONYTEST - SERIAL 574,SHAKER - SERIAL 574 - MENSUAL,3/20/2022,PREV,6004510016,,3/20/2022,1600,0.00,,TECO CSER NMAT PRC  SETC,3/20/2022,LEVEL A PM,Level A PM,2/21/2022,32042380
,323506130,300183899,FANN-35 - 50 HZ - SERIAL 15346,FANN-35 - SERIAL 15346,3/20/2022,CALI,6004510016,,3/20/2022,1600,0.00,,TECO CSER NMAT PRC  SETC,3/20/2022,LEVEL A PM,Level A PM,2/21/2022,32042381
,323506131,300092876,BALANZA OHAUS - LABORATORIO - B514797234,BALANZA OHAUS - SERIAL  B514797234-MENS,3/20/2022,OPPM,6004510016,,3/20/2022,1600,0.00,,TECO CSER NMAT PRC  SETC,3/20/2022,LEVEL A PM,Level A PM,2/21/2022,32042382
,323506132,300183905,SHAKER - ZONYTEST - SERIAL 643,SHAKER - SERIAL 643 - MENSUAL,3/20/2022,PREV,6004510016,,3/20/2022,1600,0.00,,TECO CSER NMAT PRC  SETC,3/20/2022,LEVEL A PM,Level A PM,2/21/2022,32042383
,323506133,300183921,MIXER - FANN - LAB - SERIAL 30427,MIXER FANN SERIAL 30427,3/20/2022,OPPM,6004510016,,3/20/2022,1600,0.00,,TECO CSER NMAT PRC  SETC,3/20/2022,LEVEL A PM,Level A PM,2/21/2022,32042384
,323506134,12780443,"PYCNOMETER,ACCUPYC II 100CC, #1340",INSPECCION  PICNOMETRO,3/20/2022,PREV,6004510016,,3/20/2022,1600,0.00,,TECO CSER NMAT PRC  SETC,3/20/2022,LEVEL A PM,Level A PM,2/21/2022,32042385
,323506136,300092887,PHMETRO HANNA - H3222 - 08311953,PHMETRO HANNA 3222-SERIAL 08311953-MENS,3/20/2022,OPPM,6004510016,,3/20/2022,1600,0.00,,TECO CSER NMAT PRC  SETC,3/20/2022,LEVEL A PM,Level A PM,2/21/2022,32042387
,323506137,300183900,FANN-35 - 50 HZ - SERIAL 15348,FANN-35 - SERIAL 15348,3/20/2022,CALI,6004510016,,3/20/2022,1600,0.00,,TECO CSER NMAT PRC  SETC,3/20/2022,LEVEL A PM,Level A PM,2/21/2022,32042388
,323506139,300183896,FANN-35 - 50 HZ - SERIAL 14333,FANN-35 - SERIAL 14333,3/20/2022,CALI,6004510016,,3/20/2022,1600,0.00,,TECO CSER NMAT PRC  SETC,3/20/2022,LEVEL A PM,Level A PM,2/21/2022,32042390
